time (seconds),I_position (m),J_position (m),K_position (m),I_velocity (m/s),J_velocity (m/s),K_velocity (m/s),I_acceleration (m/s^2),J_acceleration (m/s^2),K_acceleration (m/s^2),,Acceleration magnitude,,Average acceleration magnitude
4773,-1303893.971,-4569741.161,4775769.626,5797.24868,-4348.453734,-2579.397998,1.699338308,5.956462624,-6.224777258,,8.781517499,,6737258.292
4774,-1298095.874,-4574086.636,4773187.116,5798.944448,-4342.494523,-2585.62124,1.690495856,5.957388875,-6.216527377,,8.774592359,,6737257.357
4775,-1292296.085,-4578426.148,4770598.385,5800.632657,-4336.529649,-2591.841113,1.683657359,5.967385623,-6.217165662,,8.780520608,,6737256.423
4776,-1286494.611,-4582759.693,4768003.435,5802.313307,-4330.559121,-2598.057611,1.674814907,5.968311874,-6.208915781,,8.773618796,,6737255.491
4777,-1280691.46,-4587087.265,4765402.271,5803.986394,-4324.582946,-2604.270725,1.670359237,5.983975284,-6.216251506,,8.788620084,,6737254.559
4778,-1274886.641,-4591408.857,4762794.895,5805.651917,-4318.601131,-2610.480448,1.65992458,5.980254105,-6.202875272,,8.774648165,,6737253.628
4779,-1269080.159,-4595724.465,4760181.311,5807.309873,-4312.613684,-2616.68677,1.654066142,5.989568166,-6.203989281,,8.780680192,,6737252.698
4780,-1263272.023,-4600034.083,4757561.522,5808.960261,-4306.620614,-2622.889684,1.646225668,5.995029666,-6.200183483,,8.780245718,,6737251.77
4781,-1257462.241,-4604337.705,4754935.533,5810.603077,-4300.621928,-2629.089182,1.640177793,6.006045646,-6.202392855,,8.788199169,,6737250.842
4782,-1251650.82,-4608635.325,4752303.345,5812.238321,-4294.617634,-2635.285255,1.631725173,6.006177028,-6.193936428,,8.780748147,,6737249.915
4783,-1245837.767,-4612926.938,4749664.963,5813.865989,-4288.60774,-2641.477896,1.623494866,6.012433397,-6.190337176,,8.780966079,,6737248.989
4784,-1240023.09,-4617212.538,4747020.39,5815.486079,-4282.592253,-2647.667097,1.616244619,6.018007078,-6.187213649,,8.781245276,,6737248.064
4785,-1234206.797,-4621492.121,4744369.63,5817.09859,-4276.571182,-2653.852849,1.609996349,6.028116008,-6.188534204,,8.787959174,,6737247.14
4786,-1228388.896,-4625765.679,4741712.686,5818.70352,-4270.544534,-2660.035144,1.602155875,6.033577508,-6.184728406,,8.787595032,,6737246.217
4787,-1222569.393,-4630033.208,4739049.561,5820.300866,-4264.512317,-2666.213975,1.594905627,6.039151189,-6.181604879,,8.787907027,,6737245.295
4788,-1216748.297,-4634294.702,4736380.259,5821.890626,-4258.474539,-2672.389333,1.586063175,6.04007744,-6.173354998,,8.781141372,,6737244.374
4789,-1210925.614,-4638550.155,4733704.784,5823.472798,-4252.431208,-2678.561211,1.5782227,6.04553894,-6.1695492,,8.780812337,,6737243.454
4790,-1205101.353,-4642799.562,4731023.138,5825.047381,-4246.382331,-2684.729599,1.570972453,6.051112621,-6.166425672,,8.781157325,,6737242.535
4791,-1199275.522,-4647042.918,4728335.326,5826.614371,-4240.327917,-2690.894491,1.562130001,6.052038872,-6.158175791,,8.774426119,,6737241.617
4792,-1193448.127,-4651280.216,4725641.35,5828.173767,-4234.267974,-2697.055877,1.555291504,6.062035621,-6.158814076,,8.780557975,,6737240.7
4793,-1187619.177,-4655511.452,4722941.215,5829.725567,-4228.202509,-2703.213751,1.547429111,6.062279184,-6.15103992,,8.773884992,,6737239.784
4794,-1181788.679,-4659736.619,4720234.924,5831.269769,-4222.13153,-2709.368104,1.540401177,6.073977851,-6.152773567,,8.781951109,,6737238.869
4795,-1175956.64,-4663955.713,4717522.48,5832.806371,-4216.055045,-2715.518927,1.532560703,6.079439351,-6.148967769,,8.781692875,,6737237.955
4796,-1170123.068,-4668168.728,4714803.887,5834.335371,-4209.973063,-2721.666214,1.525700287,6.084218164,-6.145637695,,8.781476796,,6737237.042
4797,-1164287.972,-4672375.658,4712079.149,5835.856766,-4203.88559,-2727.809955,1.517859812,6.089679663,-6.141831897,,8.781241135,,6737236.13
4798,-1158451.357,-4676576.497,4709348.268,5837.370556,-4197.792636,-2733.950144,1.510609565,6.095253344,-6.13870837,,8.781673818,,6737235.219
4799,-1152613.233,-4680771.241,4706611.25,5838.876737,-4191.694207,-2740.086771,1.502791009,6.105932781,-6.13887093,,8.78786278,,6737234.309
4800,-1146773.606,-4684959.884,4703868.096,5840.375308,-4185.590312,-2746.21983,1.494338388,6.106064163,-6.130414503,,8.7806064,,6737233.4
4801,-1140932.485,-4689142.42,4701118.811,5841.866268,-4179.48096,-2752.349311,1.486698309,6.112432713,-6.127497521,,8.781704356,,6737232.491
4802,-1135089.876,-4693318.844,4698363.399,5843.349613,-4173.366156,-2758.475207,1.480839871,6.121746774,-6.128611531,,8.78797756,,6737231.584
4803,-1129245.788,-4697489.15,4695601.862,5844.825342,-4167.245911,-2764.59751,1.47101736,6.123355713,-6.119885925,,8.781365554,,6737230.678
4804,-1123400.228,-4701653.334,4692834.205,5846.293453,-4161.120231,-2770.716212,1.463544799,6.122804407,-6.111905223,,8.774171337,,6737229.773
4805,-1117553.204,-4705811.389,4690060.431,5847.753945,-4154.989125,-2776.831305,1.457318447,6.138131274,-6.117194136,,8.787519371,,6737228.869
4806,-1111704.723,-4709963.31,4687280.543,5849.206815,-4148.852601,-2782.942781,1.449456054,6.138374837,-6.10941998,,8.780978362,,6737227.966
4807,-1105854.793,-4714109.092,4684494.546,5850.652061,-4142.710666,-2789.050632,1.44161558,6.143836337,-6.105614182,,8.780860149,,6737227.064
4808,-1100003.421,-4718248.73,4681702.443,5852.089682,-4136.563329,-2795.15485,1.432383295,6.145557457,-6.097570847,,8.774962598,,6737226.163
4809,-1094150.616,-4722382.217,4678904.238,5853.519675,-4130.410598,-2801.255427,1.42593463,6.154759337,-6.098002586,,8.780659861,,6737225.263
4810,-1088296.385,-4726509.549,4676099.934,5854.942039,-4124.252481,-2807.352355,1.418094155,6.160220837,-6.094196788,,8.780577787,,6737224.364
4811,-1082440.735,-4730630.72,4673289.534,5856.356773,-4118.088985,-2813.445627,1.412436113,6.170441948,-6.096199614,,8.788229591,,6737223.466
4812,-1076583.674,-4734745.725,4670473.044,5857.763873,-4111.920119,-2819.535234,1.402613602,6.172050886,-6.087474008,,8.781735413,,6737222.569
4813,-1070725.209,-4738854.559,4667650.465,5859.163338,-4105.745891,-2825.621167,1.395162959,6.176717518,-6.083461664,,8.781049185,,6737221.673
4814,-1064865.349,-4742957.215,4664821.802,5860.555167,-4099.566308,-2831.703421,1.387322484,6.182179018,-6.079655866,,8.78101455,,6737220.778
4815,-1059004.102,-4747053.69,4661987.059,5861.939357,-4093.38138,-2837.781985,1.381664442,6.192400129,-6.081658692,,8.788708007,,6737219.884
4816,-1053141.473,-4751143.976,4659146.24,5863.315907,-4087.191114,-2843.856853,1.373211821,6.192531511,-6.073202265,,8.781625304,,6737218.991
4817,-1047277.472,-4755228.07,4656299.347,5864.684815,-4080.995517,-2849.928017,1.364981515,6.198787879,-6.069603013,,8.782267728,,6737218.099
4818,-1041412.106,-4759305.966,4653446.385,5866.046079,-4074.794599,-2855.995469,1.357330476,6.202547461,-6.064701852,,8.780350197,,6737217.208
4819,-1035545.383,-4763377.658,4650587.357,5867.399697,-4068.588367,-2862.0592,1.349078252,6.203585893,-6.057134242,,8.774586332,,6737216.318
4820,-1029677.309,-4767443.141,4647722.268,5868.745668,-4062.376829,-2868.119202,1.341849923,6.21437751,-6.057979073,,8.781694569,,6737215.429
4821,-1023807.894,-4771502.409,4644851.12,5870.08399,-4056.159994,-2874.175469,1.333397302,6.214508893,-6.049522646,,8.774667708,,6737214.541
4822,-1017937.144,-4775555.459,4641973.918,5871.414661,-4049.937869,-2880.227992,1.32815101,6.229153072,-6.055287284,,8.788221503,,6737213.654
4823,-1012065.067,-4779602.283,4639090.665,5872.737679,-4043.710463,-2886.276763,1.318328498,6.23076201,-6.046561678,,8.781873,,6737212.769
4824,-1006191.671,-4783642.878,4636201.366,5874.053043,-4037.477783,-2892.321774,1.311468083,6.235540823,-6.043231605,,8.781945463,,6737211.884
4825,-1000316.964,-4787677.237,4633306.023,5875.360751,-4031.239838,-2898.363018,1.304039359,6.24542539,-6.043187619,,8.787830993,,6737211
4826,-994440.9522,-4791705.356,4630404.641,5876.660801,-4024.996636,-2904.400485,1.296566797,6.244874085,-6.035206917,,8.78084622,,6737210.117
4827,-988563.6446,-4795727.229,4627497.223,5877.953192,-4018.748186,-2910.43417,1.288726323,6.250335585,-6.031401119,,8.780962927,,6737209.236
4828,-982685.0484,-4799742.85,4624583.774,5879.237921,-4012.494494,-2916.464063,1.281476075,6.255909266,-6.028277592,,8.781726049,,6737208.355
4829,-976805.1713,-4803752.216,4621664.297,5880.514987,-4006.23557,-2922.490157,1.274047351,6.265793834,-6.028233606,,8.787660065,,6737207.475
4830,-970924.0209,-4807755.32,4618738.795,5881.784389,-3999.971422,-2928.512444,1.265984562,6.265130347,-6.019570633,,8.780080056,,6737206.597
4831,-965041.605,-4811752.157,4615807.273,5883.046125,-3993.702057,-2934.530916,1.258956629,6.276829015,-6.02130428,,8.788609646,,6737205.719
4832,-959157.9312,-4815742.722,4612869.734,5884.300192,-3987.427484,-2940.545566,1.250915759,6.281383465,-6.016609665,,8.787500232,,6737204.843
4833,-953273.0072,-4819727.01,4609926.183,5885.54659,-3981.147711,-2946.556385,1.242073306,6.282309716,-6.008359784,,8.781261228,,6737203.967
4834,-947386.8406,-4823705.016,4606976.623,5886.785318,-3974.862746,-2952.563365,1.234010518,6.281646229,-5.999696812,,8.773723448,,6737203.093
4835,-941499.4391,-4827676.734,4604021.058,5888.016372,-3968.572598,-2958.5665,1.227172021,6.291642978,-6.000335096,,8.780361257,,6737202.219
4836,-935610.8104,-4831642.159,4601059.491,5889.239752,-3962.277275,-2964.56578,1.219331546,6.297104478,-5.996529298,,8.780584141,,6737201.347
4837,-929720.9622,-4835601.287,4598091.927,5890.455456,-3955.976784,-2970.561198,1.212693445,6.308008277,-5.998056399,,8.788530843,,6737200.475
4838,-923829.9021,-4839554.111,4595118.37,5891.663482,-3949.671134,-2976.552747,1.203038451,6.30269736,-5.984267073,,8.773981305,,6737199.605
4839,-917937.6378,-4843500.627,4592138.823,5892.863829,-3943.360334,-2982.540418,1.197402327,6.318136408,-5.990238257,,8.788377232,,6737198.736
4840,-912044.177,-4847440.83,4589153.291,5894.056495,-3937.044391,-2988.524203,1.188949707,6.31826779,-5.981781831,,8.781561543,,6737197.868
4841,-906149.5274,-4851374.715,4586161.776,5895.24148,-3930.723314,-2994.504096,1.180519004,6.323617109,-5.977293762,,8.781218547,,6737197
4842,-900253.6966,-4855302.275,4583164.284,5896.41878,-3924.397111,-3000.480087,1.173068362,6.32828374,-5.973281418,,8.780851631,,6737196.134
4843,-894356.6924,-4859223.507,4580160.817,5897.588395,-3918.06579,-3006.45217,1.165818114,6.333857421,-5.97015789,,8.781780397,,6737195.269
4844,-888458.5224,-4863138.405,4577151.381,5898.750323,-3911.729359,-3012.420336,1.158757304,6.337729184,-5.965939,,8.780772053,,6737194.405
4845,-882559.1943,-4867046.964,4574135.978,5899.904562,-3905.387827,-3018.384578,1.151139143,6.34931567,-5.966990377,,8.788851174,,6737193.542
4846,-876658.7158,-4870949.179,4571114.613,5901.051112,-3899.041203,-3024.344888,1.143076354,6.348652183,-5.958327404,,8.78143915,,6737192.68
4847,-870757.0946,-4874845.045,4568087.289,5902.18997,-3892.689493,-3030.301258,1.135035484,6.353206634,-5.95363279,,8.780505878,,6737191.819
4848,-864854.3384,-4878734.556,4565054.012,5903.321136,-3886.332707,-3036.253681,1.128397382,6.364110432,-5.955159891,,8.788578473,,6737190.96
4849,-858950.4549,-4882617.708,4562014.783,5904.444606,-3879.970853,-3042.202148,1.118742389,6.358799516,-5.941370565,,8.77415523,,6737190.101
4850,-853045.4518,-4886494.496,4558969.609,5905.560381,-3873.603939,-3048.146651,1.11151406,6.369591133,-5.942215395,,8.781633021,,6737189.243
4851,-847139.3367,-4890364.915,4555918.491,5906.668459,-3867.231973,-3054.087184,1.105043476,6.373575077,-5.938678776,,8.781314591,,6737188.386
4852,-841232.1174,-4894228.959,4552861.436,5907.768838,-3860.854964,-3060.023738,1.096612774,6.378924396,-5.934190707,,8.781107867,,6737187.531
4853,-835323.8016,-4898086.623,4549798.445,5908.861516,-3854.47292,-3065.956306,1.088549986,6.378260909,-5.925527734,,8.773769557,,6737186.676
4854,-829414.397,-4901937.903,4546729.524,5909.946493,-3848.085849,-3071.88488,1.080931825,6.389847396,-5.926579111,,8.781964661,,6737185.823
4855,-823503.9112,-4905782.793,4543654.677,5911.023767,-3841.69376,-3077.809451,1.07448316,6.399049276,-5.92701085,,8.788162681,,6737184.97
4856,-817592.352,-4909621.289,4540573.907,5912.093337,-3835.296661,-3083.730013,1.065440312,6.399068477,-5.917872152,,8.780914032,,6737184.119
4857,-811679.7271,-4913453.385,4537487.218,5913.1552,-3828.894561,-3089.646558,1.05700961,6.404417796,-5.913384083,,8.780771489,,6737183.269
4858,-805766.0442,-4917279.076,4534394.615,5914.209356,-3822.487467,-3095.559078,1.050149194,6.409196608,-5.91005401,,8.781193136,,6737182.419
4859,-799851.3109,-4921098.358,4531296.101,5915.255804,-3816.075388,-3101.467565,1.042108324,6.413751058,-5.905359395,,8.780402154,,6737181.571
4860,-793935.5351,-4924911.225,4528191.681,5916.294541,-3809.658333,-3107.372011,1.034858077,6.419324739,-5.902235868,,8.781517499,,6737180.724
4861,-788018.7244,-4928717.673,4525081.359,5917.325567,-3803.236309,-3113.272409,1.02801958,6.429321488,-5.902874153,,8.788453921,,6737179.878
4862,-782100.8866,-4932517.696,4521965.138,5918.34888,-3796.809325,-3119.168752,1.019366564,6.42854582,-5.893528909,,8.7806032,,6737179.033
4863,-776182.0292,-4936311.29,4518843.022,5919.364479,-3790.37739,-3125.06103,1.012138235,6.439337438,-5.89437374,,8.788238289,,6737178.189
4864,-770262.1602,-4940098.449,4515715.017,5920.372363,-3783.940512,-3130.949238,1.004075446,6.438673952,-5.885710767,,8.781018221,,6737177.346
4865,-764341.2871,-4943879.169,4512581.125,5921.37253,-3777.498699,-3136.833366,0.995644744,6.44402327,-5.881222698,,8.780975162,,6737176.505
4866,-758419.4177,-4947653.445,4509441.352,5922.364979,-3771.05196,-3142.713408,0.987782351,6.444266834,-5.873448542,,8.7750605,,6737175.664
4867,-752496.5597,-4951421.272,4506295.7,5923.349709,-3764.600302,-3148.589356,0.981945832,6.458798832,-5.87853091,,8.788482555,,6737174.824
4868,-746572.7208,-4955182.644,4503144.174,5924.326718,-3758.143736,-3154.461202,0.973883043,6.458135345,-5.869867937,,8.781304568,,6737173.986
4869,-740647.9088,-4958937.557,4499986.779,5925.296005,-3751.682268,-3160.328938,0.965251945,6.462577614,-5.864491052,,8.780027109,,6737173.148
4870,-734722.1314,-4962686.007,4496823.518,5926.257569,-3745.215907,-3166.192557,0.958001698,6.468151295,-5.861367524,,8.781251487,,6737172.312
4871,-728795.3963,-4966427.988,4493654.395,5927.211408,-3738.744662,-3172.052051,0.950161223,6.473612795,-5.857561726,,8.781884669,,6737171.477
4872,-722867.7112,-4970163.495,4490479.415,5928.157522,-3732.268542,-3177.907412,0.942120353,6.478167245,-5.852867111,,8.781246782,,6737170.643
4873,-716939.0838,-4973892.523,4487298.582,5929.095909,-3725.787554,-3183.758633,0.93466971,6.482833876,-5.848854767,,8.781221135,,6737169.809
4874,-711009.5219,-4977615.068,4484111.899,5930.026567,-3719.301707,-3189.605707,0.927219068,6.487500508,-5.844842423,,8.781206124,,6737168.977
4875,-705079.0333,-4981331.125,4480919.372,5930.949496,-3712.811009,-3195.448625,0.919178197,6.492054958,-5.840147809,,8.7806032,,6737168.146
4876,-699147.6255,-4985040.688,4477721.003,5931.864695,-3706.31547,-3201.287379,0.911949868,6.502846575,-5.840992639,,8.788393548,,6737167.317
4877,-693215.3064,-4988743.754,4474516.798,5932.772162,-3699.815097,-3207.121964,0.903908998,6.507401025,-5.836298025,,8.787815099,,6737166.488
4878,-687282.0838,-4992440.317,4471306.761,5933.671896,-3693.309899,-3212.952369,0.895456378,6.507532408,-5.827841598,,8.781432563,,6737165.66
4879,-681347.9652,-4996130.372,4468090.895,5934.563895,-3686.799884,-3218.778589,0.887003757,6.50766379,-5.819385171,,8.775061677,,6737164.833
4880,-675412.9586,-4999813.915,4464869.205,5935.44816,-3680.285062,-3224.600616,0.88057701,6.522083607,-5.823785268,,8.788029659,,6737164.008
4881,-669477.0715,-5003490.941,4461641.695,5936.324687,-3673.765439,-3230.418441,0.872514222,6.52142012,-5.815122295,,8.780993609,,6737163.183
4882,-663540.3118,-5007161.445,4458408.369,5937.193478,-3667.241026,-3236.232058,0.864673747,6.52688162,-5.811316497,,8.781756305,,6737162.36
4883,-657602.6871,-5010825.421,4455169.232,5938.054529,-3660.71183,-3242.041458,0.857000791,6.525423265,-5.802446978,,8.77405209,,6737161.538
4884,-651664.2053,-5014482.867,4451924.288,5938.907841,-3654.17786,-3247.846634,0.849182234,6.536102702,-5.802609538,,8.781345367,,6737160.717
4885,-645724.874,-5018133.775,4448673.541,5939.753411,-3647.639124,-3253.647579,0.841531196,6.539862283,-5.797708378,,8.780170606,,6737159.897
4886,-639784.701,-5021778.143,4445416.994,5940.591239,-3641.095631,-3259.444286,0.833690721,6.545323783,-5.79390258,,8.780980056,,6737159.078
4887,-633843.6941,-5025415.965,4442154.653,5941.421324,-3634.54739,-3265.236745,0.826240078,6.549990414,-5.789890236,,8.781109043,,6737158.26
4888,-627901.861,-5029047.236,4438886.522,5942.243665,-3627.994408,-3271.02495,0.817809376,6.555339733,-5.785402167,,8.781353507,,6737157.443
4889,-621959.2094,-5032671.952,4435612.605,5943.058261,-3621.436695,-3276.808894,0.810748565,6.559211495,-5.781183277,,8.780811395,,6737156.627
4890,-616015.747,-5036290.108,4432332.906,5943.86511,-3614.874259,-3282.588568,0.802707695,6.563765946,-5.776488662,,8.780386341,,6737155.813
4891,-610071.4817,-5039901.699,4429047.429,5944.664211,-3608.307109,-3288.363966,0.795869198,6.573762694,-5.777126947,,8.787659501,,6737154.999
4892,-604126.4212,-5043506.721,4425756.179,5945.455564,-3601.735253,-3294.13508,0.788006805,6.574006258,-5.769352791,,8.782023948,,6737154.187
4893,-598180.5732,-5047105.168,4422459.16,5946.239167,-3595.1587,-3299.901901,0.77878548,6.578336346,-5.763293635,,8.780465217,,6737153.375
4894,-592233.9454,-5050697.037,4419156.377,5947.01502,-3588.577458,-3305.664424,0.772515292,6.583227339,-5.760645832,,8.781839356,,6737152.565
4895,-586286.5457,-5054282.322,4415847.833,5947.78312,-3581.991536,-3311.422639,0.764864254,6.586986921,-5.755744672,,8.780775065,,6737151.756
4896,-580338.3818,-5057861.018,4412533.533,5948.543469,-3575.400943,-3317.17654,0.756411633,6.587118303,-5.747288245,,8.774600177,,6737150.948
4897,-574389.4614,-5061433.122,4409213.481,5949.296063,-3568.805687,-3322.926119,0.749394659,6.601425938,-5.751006071,,8.787177454,,6737150.141
4898,-568439.7922,-5064998.628,4405887.682,5950.040903,-3562.205776,-3328.671369,0.740942039,6.601557321,-5.742549644,,8.781026738,,6737149.335
4899,-562489.3822,-5068557.532,4402556.14,5950.777988,-3555.60122,-3334.412282,0.733291,6.605316902,-5.737648484,,8.780007813,,6737148.531
4900,-556538.2389,-5072109.829,4399218.859,5951.507315,-3548.992026,-3340.148851,0.725038775,6.606355334,-5.730080873,,8.775160331,,6737147.727
4901,-550586.3701,-5075655.514,4395875.844,5952.228886,-3542.378204,-3345.881067,0.717999883,6.615445033,-5.729830341,,8.781263722,,6737146.925
4902,-544633.7837,-5079194.584,4392527.098,5952.942697,-3535.759762,-3351.608925,0.711161386,6.625441782,-5.730468626,,8.788657463,,6737146.124
4903,-538680.4873,-5082727.032,4389172.627,5953.64875,-3529.136709,-3357.332415,0.702118538,6.625460983,-5.721329929,,8.781988376,,6737145.323
