time (seconds),I_position (m),J_position (m),K_position (m),I_velocity (m/s),J_velocity (m/s),K_velocity (m/s),I_acceleration (m/s^2),J_acceleration (m/s^2),K_acceleration (m/s^2),,Acceleration magnitude,,Average acceleration magnitude
2161,476039.9035,5120851.423,-4354599.853,-5958.977752,3459.392403,3415.472033,-0.619018152,-6.668257668,5.669581153,,8.774565189,,6738862.898
2162,470080.617,5124307.479,-4351181.545,-5959.593916,3452.720204,3421.141707,-0.61255559,-6.674853578,5.668028007,,8.778122586,,6738863.685
2163,464120.7182,5127756.862,-4347757.571,-5960.202318,3446.04351,3426.806922,-0.605112523,-6.682132486,5.665998919,,8.781833492,,6738864.472
2164,458160.2149,5131199.565,-4344327.933,-5960.802957,3439.36233,3432.467672,-0.596466537,-6.683966621,5.658634508,,8.777888505,,6738865.257
2165,452199.1149,5134635.585,-4340892.637,-5961.395831,3432.676673,3438.123949,-0.589012506,-6.688635374,5.654620339,,8.778354634,,6738866.041
2166,446237.4259,5138064.917,-4337451.687,-5961.980941,3425.986547,3443.775746,-0.580967979,-6.693191896,5.649923589,,8.778267375,,6738866.823
2167,440275.1556,5141487.556,-4334005.087,-5962.558284,3419.291961,3449.423055,-0.573513948,-6.697860649,5.645909421,,8.778755533,,6738867.605
2168,434312.3119,5144903.499,-4330552.842,-5963.127862,3412.592924,3455.06587,-0.56585943,-6.70162194,5.641006031,,8.777977134,,6738868.386
2169,428348.9025,5148312.741,-4327094.957,-5963.689672,3405.889444,3460.704182,-0.557803939,-6.703568307,5.6343242,,8.77465569,,6738869.165
2170,422384.9351,5151715.277,-4323631.435,-5964.243714,3399.18153,3466.337985,-0.549369403,-6.708920058,5.629834091,,8.77533173,,6738869.943
2171,416420.4176,5155111.102,-4320162.282,-5964.789987,3392.469191,3471.967271,-0.542895877,-6.712905813,5.626295863,,8.775707694,,6738870.72
2172,410455.3577,5158500.213,-4316687.502,-5965.328491,3385.752436,3477.592033,-0.534661828,-6.719165027,5.622694974,,8.777684245,,6738871.496
2173,404489.7632,5161882.606,-4313207.1,-5965.859225,3379.031273,3483.212263,-0.526606337,-6.721111394,5.616013143,,8.774409167,,6738872.271
2174,398523.6419,5165258.275,-4309721.079,-5966.382189,3372.305711,3488.827954,-0.519152306,-6.725780147,5.611998975,,8.774974085,,6738873.045
2175,392557.0014,5168627.216,-4306229.445,-5966.897381,3365.575759,3494.439099,-0.511107779,-6.730336668,5.607302225,,8.774992939,,6738873.818
2176,386589.8497,5171989.425,-4302732.202,-5967.404801,3358.841426,3500.045691,-0.503653748,-6.735005422,5.603288057,,8.775579877,,6738874.589
2177,380622.1944,5175344.897,-4299229.355,-5967.904448,3352.10272,3505.647722,-0.496210681,-6.74228433,5.601258969,,8.779449018,,6738875.359
2178,374654.0434,5178693.629,-4295720.909,-5968.396322,3345.35965,3511.245186,-0.488567128,-6.748655776,5.598340661,,8.782053904,,6738876.128
2179,368685.4044,5182035.615,-4292206.867,-5968.880421,3338.612226,3516.838073,-0.479921141,-6.75048991,5.590976249,,8.778294467,,6738876.897
2180,362716.2852,5185370.852,-4288687.234,-5969.356747,3331.860455,3522.426378,-0.472478074,-6.757768818,5.588947162,,8.782198205,,6738877.663
2181,356746.6935,5188699.334,-4285162.015,-5969.825297,3325.104346,3528.010094,-0.465213566,-6.760734879,5.583837133,,8.780842607,,6738878.429
2182,350776.6372,5192021.059,-4281631.215,-5970.286071,3318.343909,3533.589212,-0.456768066,-6.763476476,5.577361942,,8.778394918,,6738879.194
2183,344806.1239,5195336.021,-4278094.838,-5970.739068,3311.579153,3539.163726,-0.448712575,-6.765422842,5.570680111,,8.775235957,,6738879.957
2184,338835.1616,5198644.216,-4274552.889,-5971.184289,3304.810085,3544.733628,-0.441058057,-6.769184134,5.565776721,,8.774637118,,6738880.72
2185,332863.7579,5201945.639,-4271005.373,-5971.621732,3298.036715,3550.298911,-0.433994035,-6.773057657,5.561555913,,8.774597713,,6738881.481
2186,326891.9207,5205240.288,-4267452.293,-5972.051397,3291.259051,3555.859568,-0.424969003,-6.778297176,5.556383222,,8.77492483,,6738882.241
2187,320919.6577,5208528.156,-4263893.655,-5972.473283,3284.477103,3561.415592,-0.418105468,-6.783078162,5.553051635,,8.77618049,,6738883
2188,314946.9768,5211809.24,-4260329.463,-5972.88739,3277.690879,3566.966975,-0.410261428,-6.788542145,5.549244106,,8.777626618,,6738883.757
2189,308973.8856,5215083.536,-4256759.723,-5973.293717,3270.900389,3572.513711,-0.401815928,-6.791283742,5.542768915,,8.775265132,,6738884.514
2190,303000.3919,5218351.04,-4253184.438,-5973.692264,3264.10564,3578.055791,-0.39416141,-6.795045033,5.537865525,,8.774733887,,6738885.269
2191,297026.5036,5221611.746,-4249603.613,-5974.083029,3257.306642,3583.593209,-0.386116883,-6.799601554,5.533168776,,8.774942977,,6738886.024
2192,291052.2285,5224865.652,-4246017.253,-5974.466014,3250.503404,3589.125957,-0.379052862,-6.803475077,5.528947967,,8.774976913,,6738886.777
2193,285077.5742,5228112.752,-4242425.362,-5974.841217,3243.695934,3594.654029,-0.371620759,-6.81336414,5.528903961,,8.78230106,,6738887.529
2194,279102.5486,5231353.042,-4238827.946,-5975.208637,3236.884242,3600.177417,-0.363955277,-6.814515277,5.522015491,,8.778538431,,6738888.279
2195,273127.1595,5234586.519,-4235225.009,-5975.568275,3230.068336,3605.696114,-0.356311724,-6.820886722,5.519097183,,8.781337451,,6738889.029
2196,267151.4147,5237813.177,-4231616.556,-5975.920129,3223.248225,3611.210113,-0.348267197,-6.825443244,5.514400433,,8.781604503,,6738889.777
2197,261175.3218,5241033.014,-4228002.59,-5976.2642,3216.423918,3616.719406,-0.340211706,-6.82738961,5.507718602,,8.778607925,,6738890.525
2198,255198.8889,5244246.024,-4224383.118,-5976.600486,3209.595424,3622.223987,-0.332568152,-6.833761056,5.504800294,,8.781441683,,6738891.271
2199,249222.1235,5247452.203,-4220758.144,-5976.928988,3202.762752,3627.723848,-0.324301211,-6.832189806,5.495244161,,8.773921427,,6738892.016
2200,243245.0335,5250651.548,-4217127.672,-5977.249705,3195.92591,3633.218982,-0.31684718,-6.836858559,5.491229993,,8.774772585,,6738892.76
2201,237267.6267,5253844.054,-4213491.708,-5977.562637,3189.084908,3638.709382,-0.309393149,-6.841527313,5.487215824,,8.775634313,,6738893.502
2202,231289.9108,5257029.716,-4209850.255,-5977.867783,3182.239755,3644.195041,-0.30076909,-6.848581756,5.483821575,,8.77871478,,6738894.244
2203,225311.8937,5260208.532,-4206203.319,-5978.165142,3175.390459,3649.675952,-0.292903122,-6.84882543,5.476043883,,8.773782458,,6738894.984
2204,219333.5831,5263380.496,-4202550.905,-5978.454715,3168.537029,3655.152107,-0.285059082,-6.854289414,5.472236354,,8.775415248,,6738895.724
2205,213354.9869,5266545.605,-4198893.016,-5978.736501,3161.679475,3660.623499,-0.27799506,-6.858162937,5.468015546,,8.775583977,,6738896.462
2206,207376.1127,5269703.854,-4195229.659,-5979.0105,3154.817805,3666.090122,-0.269750046,-6.861811996,5.462429576,,8.774700327,,6738897.198
2207,201396.9684,5272855.239,-4191560.838,-5979.276711,3147.952028,3671.551968,-0.262686024,-6.86568552,5.458208767,,8.774889432,,6738897.934
2208,195417.5619,5275999.756,-4187886.557,-5979.535134,3141.082153,3677.00903,-0.254061966,-6.872739963,5.454814518,,8.77804668,,6738898.669
2209,189437.9008,5279137.402,-4184206.821,-5979.785768,3134.208189,3682.461301,-0.247387953,-6.875818256,5.45038707,,8.777516546,,6738899.402
2210,183457.9929,5282268.171,-4180521.636,-5980.028614,3127.330145,3687.908774,-0.238953417,-6.881170008,5.44589696,,8.778689715,,6738900.134
2211,177477.8461,5285392.061,-4176831.005,-5980.263671,3120.44803,3693.351441,-0.231109377,-6.886633991,5.442089431,,8.780402989,,6738900.865
2212,171497.4682,5288509.066,-4173134.935,-5980.490939,3113.561853,3698.789297,-0.223254373,-6.88948782,5.436296821,,8.778850042,,6738901.595
2213,165516.8669,5291619.183,-4169433.428,-5980.710417,3106.671623,3704.222332,-0.215989864,-6.892453881,5.431186792,,8.777833565,,6738902.323
2214,159536.05,5294722.408,-4165726.492,-5980.922105,3099.777348,3709.650542,-0.207343878,-6.894288016,5.42382238,,8.774511265,,6738903.051
2215,153555.0252,5297818.736,-4162014.129,-5981.126003,3092.879039,3715.073918,-0.199700324,-6.900659461,5.420904072,,8.777538504,,6738903.777
2216,147573.8005,5300908.165,-4158296.345,-5981.322111,3085.976703,3720.492453,-0.192836789,-6.905440447,5.417572484,,8.77908796,,6738904.502
2217,141592.3836,5303990.688,-4154573.146,-5981.510428,3079.07035,3725.906141,-0.184580811,-6.906479351,5.410001433,,8.775057983,,6738905.226
2218,135610.7823,5307066.304,-4150844.535,-5981.690954,3072.159989,3731.314974,-0.176536285,-6.911035873,5.405304683,,8.775585485,,6738905.949
2219,129629.0043,5310135.007,-4147110.517,-5981.863689,3065.245628,3736.718945,-0.168291271,-6.914684932,5.399718713,,8.774859078,,6738906.671
2220,123647.0575,5313196.794,-4143371.098,-5982.028633,3058.327278,3742.118048,-0.161238213,-6.92116861,5.397482986,,8.77846201,,6738907.391
2221,117664.9496,5316251.66,-4139626.283,-5982.185785,3051.404946,3747.512275,-0.152982236,-6.922207514,5.389911934,,8.774480673,,6738908.11
2222,111682.6885,5319299.602,-4135876.076,-5982.335146,3044.478642,3752.901619,-0.145918214,-6.926081037,5.385691126,,8.774825329,,6738908.828
2223,105700.2819,5322340.616,-4132120.481,-5982.476715,3037.548375,3758.286073,-0.137294155,-6.933135481,5.382296876,,8.778173896,,6738909.545
2224,99717.7377,5325374.698,-4128359.505,-5982.610491,3030.614154,3763.665631,-0.129639638,-6.936896772,5.377393487,,8.778023922,,6738910.261
2225,93735.06357,5328401.843,-4124593.152,-5982.736475,3023.675987,3769.040284,-0.12258658,-6.94338045,5.37515776,,8.781678683,,6738910.975
2226,87752.26734,5331422.049,-4120821.426,-5982.854667,3016.733885,3774.410027,-0.114531089,-6.945326817,5.368475929,,8.779021344,,6738911.689
2227,81769.35683,5334435.31,-4117044.333,-5982.965066,3009.787855,3779.774852,-0.106676085,-6.948180645,5.362683319,,8.777640141,,6738912.401
2228,75786.33981,5337441.623,-4113261.878,-5983.067673,3002.837908,3785.134752,-0.098252513,-6.956142551,5.360178291,,8.782316554,,6738913.112
2229,69803.22408,5340440.984,-4109474.065,-5983.162486,2995.884051,3790.489721,-0.090966076,-6.953888303,5.351098099,,8.774912434,,6738913.821
2230,63820.01743,5343433.39,-4105680.9,-5983.249507,2988.926295,3795.839751,-0.082932514,-6.961054979,5.34838643,,8.778861067,,6738914.53
2231,57836.72766,5346418.836,-4101882.388,-5983.328735,2981.964648,3801.184835,-0.075657041,-6.961410885,5.34129132,,8.774756889,,6738915.237
2232,51853.36256,5349397.318,-4098078.532,-5983.400169,2974.999119,3806.524966,-0.068002523,-6.965172177,5.336387931,,8.774695661,,6738915.943
2233,45869.92992,5352368.832,-4094269.339,-5983.46381,2968.029718,3811.860138,-0.060348006,-6.968933468,5.331484541,,8.774645461,,6738916.648
2234,39886.43754,5355333.376,-4090454.814,-5983.519658,2961.056452,3817.190343,-0.052102992,-6.972582527,5.325898571,,8.774099236,,6738917.352
2235,33902.89321,5358290.944,-4086634.96,-5983.567712,2954.079333,3822.515575,-0.044058466,-6.977139048,5.321201821,,8.774827592,,6738918.055
2236,27919.30471,5361241.533,-4082809.784,-5983.607973,2947.098368,3827.835827,-0.036013939,-6.981695569,5.316505072,,8.775568141,,6738918.756
2237,21935.67986,5364185.14,-4078979.29,-5983.640441,2940.113566,3833.151091,-0.028359421,-6.98545686,5.311601682,,8.775564041,,6738919.456
2238,15952.02643,5367121.759,-4075143.484,-5983.665115,2933.124938,3838.461361,-0.020726832,-6.994438461,5.310668456,,8.782129493,,6738920.155
2239,9968.352225,5370051.388,-4071302.369,-5983.681995,2926.132491,3843.76663,-0.013072314,-6.998199752,5.305765066,,8.782147436,,6738920.853
2240,3984.665037,5372974.023,-4067455.952,-5983.691082,2919.136235,3849.06689,-0.005417796,-7.001961043,5.300861677,,8.7821764,,6738921.549
2241,-1999.027341,5375889.659,-4063604.237,-5983.692375,2912.136179,3854.362136,0.001846712,-7.004927104,5.295751648,,8.78145732,,6738922.245
2242,-7982.717115,5378798.294,-4059747.229,-5983.685874,2905.132332,3859.65236,0.01010269,-7.005966008,5.288180596,,8.777728396,,6738922.939
2243,-13966.39649,5381699.923,-4055884.934,-5983.67158,2898.124704,3864.937555,0.017556721,-7.010634762,5.284166427,,8.779050224,,6738923.632
2244,-19950.05768,5384594.542,-4052017.356,-5983.649493,2891.113303,3870.217715,0.025812698,-7.011673666,5.276595376,,8.775345728,,6738924.324
2245,-25933.69288,5387482.148,-4048144.5,-5983.619612,2884.098139,3875.492832,0.034447721,-7.016117955,5.271216045,,8.775694639,,6738925.014
2246,-31917.2943,5390362.737,-4044266.372,-5983.581937,2877.07922,3880.7629,0.041712229,-7.019084016,5.266106016,,8.77503008,,6738925.704
2247,-37900.85416,5393236.305,-4040382.976,-5983.536469,2870.056557,3886.027912,0.049355783,-7.025455462,5.263187708,,8.778417015,,6738926.392
2248,-43884.36464,5396102.849,-4036494.318,-5983.483207,2863.030157,3891.28786,0.057600796,-7.029104521,5.257601738,,8.778041026,,6738927.079
2249,-49867.81797,5398962.364,-4032600.402,-5983.422153,2856.00003,3896.542739,0.064664818,-7.032978044,5.253380929,,8.778665781,,6738927.764
2250,-55851.20635,5401814.848,-4028701.234,-5983.353305,2848.966186,3901.792541,0.072519822,-7.035831873,5.247588319,,8.777549341,,6738928.449
2251,-61834.52198,5404660.296,-4024796.819,-5983.276664,2841.928633,3907.037259,0.080564349,-7.040388394,5.24289157,,8.778466345,,6738929.132
2252,-67817.75708,5407498.704,-4020887.161,-5983.19223,2834.887381,3912.276887,0.08801838,-7.045057148,5.238877401,,8.779886894,,6738929.814
2253,-73800.90385,5410330.069,-4016972.267,-5983.100003,2827.842438,3917.511418,0.095873385,-7.047910977,5.233084791,,8.778805002,,6738930.495
2254,-79783.95449,5413154.387,-4013052.14,-5982.999983,2820.793814,3922.740845,0.103527902,-7.051672268,5.228181401,,8.778990862,,6738931.175
2255,-85766.90122,5415971.655,-4009126.787,-5982.892171,2813.741519,3927.96516,0.112352447,-7.057819249,5.223897931,,8.781488782,,6738931.853
2256,-91749.73623,5418781.869,-4005196.211,-5982.776566,2806.685561,3933.184359,0.119427433,-7.059082618,5.217692042,,8.778907709,,6738932.531
2257,-97732.45175,5421585.025,-4001260.42,-5982.653169,2799.625949,3938.398433,0.128262943,-7.062619445,5.21142349,,8.778153541,,6738933.207
2258,-103715.04,5424381.12,-3997319.416,-5982.521979,2792.562693,3943.607375,0.135906496,-7.06899089,5.208505182,,8.781664365,,6738933.882
2259,-109697.4931,5427170.15,-3993373.207,-5982.382998,2785.495803,3948.81118,0.142791959,-7.068551567,5.201203432,,8.777091086,,6738934.555
2260,-115679.8034,5429952.11,-3989421.796,-5982.236225,2778.425286,3954.00984,0.150457441,-7.069702703,5.194314961,,8.774066427,,6738935.228
2261,-121661.963,5432726.999,-3985465.189,-5982.08166,2771.351152,3959.203348,0.158696973,-7.074656839,5.189721532,,8.775486522,,6738935.899
2262,-127643.9641,5435494.811,-3981503.391,-5981.919304,2764.273411,3964.391699,0.166541013,-7.080120823,5.185914003,,8.777787353,,6738936.569
2263,-133625.799,5438255.545,-3977536.407,-5981.749157,2757.192072,3969.574884,0.173420994,-7.080986577,5.179604793,,8.77489325,,6738937.237
2264,-139607.4598,5441009.194,-3973564.243,-5981.571218,2750.107143,3974.752897,0.182440544,-7.087531173,5.175424643,,8.777892852,,6738937.905
2265,-145588.9388,5443755.758,-3969586.903,-5981.385489,2743.018635,3979.925732,0.18951553,-7.088794542,5.169218753,,8.775405786,,6738938.571
2266,-151570.2282,5446495.23,-3965604.393,-5981.19197,2735.926557,3985.093382,0.197565539,-7.092045986,5.163529463,,8.774860963,,6738939.236
2267,-157551.3202,5449227.61,-3961616.718,-5980.99066,2728.830916,3990.255839,0.204830047,-7.095012047,5.158419434,,8.774419773,,6738939.9
2268,-163532.2069,5451952.891,-3957623.883,-5980.78156,2721.731724,3995.413098,0.213454106,-7.10206649,5.155025185,,8.77833673,,6738940.563
2269,-169512.8807,5454671.072,-3953625.893,-5980.564671,2714.628989,4000.565152,0.220128118,-7.105144784,5.150597737,,8.778393693,,6738941.224
2270,-175493.3337,5457382.148,-3949622.754,-5980.339992,2707.522721,4005.711993,0.228362168,-7.111403997,5.146996848,,8.781559807,,6738941.884
2271,-181473.5581,5460086.116,-3945614.471,-5980.107524,2700.412928,4010.853616,0.236618145,-7.112442901,5.139425796,,8.778184874,,6738942.543
2272,-187453.5461,5462782.973,-3941601.049,-5979.867268,2693.299619,4015.990013,0.244456703,-7.119211962,5.136610808,,8.782238247,,6738943.201
2273,-193433.29,5465472.714,-3937582.493,-5979.619222,2686.182806,4021.121178,0.251732176,-7.119567869,5.129515697,,8.778584568,,6738943.858
2274,-199412.782,5468155.337,-3933558.808,-5979.363389,2679.062495,4026.247104,0.259397658,-7.120719005,5.122627226,,8.775718546,,6738944.513
2275,-205392.0142,5470830.838,-3929530,-5979.099768,2671.938697,4031.367785,0.266651202,-7.126295221,5.119502279,,8.778638278,,6738945.167
2276,-211370.9789,5473499.213,-3925496.075,-5978.828359,2664.811421,4036.483213,0.275497675,-7.127221893,5.111248646,,8.77485348,,6738945.82
2277,-217349.6683,5476160.46,-3921457.036,-5978.549164,2657.680677,4041.593383,0.283152193,-7.130983184,5.106345257,,8.775298184,,6738946.471
2278,-223328.0746,5478814.574,-3917412.889,-5978.262181,2650.546473,4046.698287,0.290996233,-7.136447168,5.102537728,,8.777781511,,6738947.122
2279,-229306.1901,5481461.551,-3913363.641,-5977.967413,2643.408819,4051.797919,0.298661715,-7.137598304,5.095649257,,8.774972919,,6738947.771
2280,-235284.0069,5484101.39,-3909309.295,-5977.664858,2636.267724,4056.892272,0.306711724,-7.140849748,5.089959967,,8.774593989,,6738948.418
2281,-241261.5172,5486734.086,-3905249.858,-5977.354518,2629.123197,4061.98134,0.313775746,-7.144723271,5.085739158,,8.775549477,,6738949.065
2282,-247238.7133,5489359.635,-3901185.334,-5977.036392,2621.975248,4067.065116,0.322221246,-7.147464868,5.079263967,,8.774337754,,6738949.71
2283,-253215.5874,5491978.035,-3897115.73,-5976.710482,2614.823886,4072.143593,0.329669795,-7.153438699,5.076242339,,8.777733402,,6738950.355
2284,-259192.1317,5494589.282,-3893041.049,-5976.376788,2607.669121,4077.216765,0.337714321,-7.15799522,5.07154559,,8.77903874,,6738950.998
2285,-265168.3384,5497193.372,-3888961.298,-5976.035309,2600.510961,4082.284625,0.345173835,-7.161358896,5.066538881,,8.779181194,,6738951.639
2286,-271144.1997,5499790.303,-3884876.482,-5975.686047,2593.349416,4087.347167,0.353413366,-7.166313032,5.061945451,,8.780901732,,6738952.28
2287,-277119.7079,5502380.07,-3880786.605,-5975.329003,2586.184496,4092.404384,0.361853384,-7.170359706,5.056462801,,8.781390109,,6738952.919
2288,-283094.8551,5504962.671,-3876691.675,-5974.964175,2579.016209,4097.456269,0.368538361,-7.170827845,5.050050271,,8.77835977,,6738953.557
2289,-289069.6336,5507538.101,-3872591.695,-5974.591566,2571.844565,4102.502815,0.376967415,-7.177484674,5.046552702,,8.7821458,,6738954.194
2290,-295044.0356,5510106.359,-3868486.671,-5974.211175,2564.669573,4107.544017,0.384437892,-7.178238195,5.039560911,,8.779070011,,6738954.829
2291,-301018.0534,5512667.439,-3864376.608,-5973.823003,2557.491243,4112.579868,0.391507396,-7.180806641,5.034347562,,8.778491752,,6738955.463
2292,-306991.6791,5515221.34,-3860261.513,-5973.427051,2550.309584,4117.610361,0.399373364,-7.181050315,5.026569871,,8.77458759,,6738956.096
2293,-312964.9049,5517768.057,-3856141.389,-5973.023319,2543.124606,4122.63549,0.407618378,-7.184699374,5.0209839,,8.774755676,,6738956.728
2294,-318937.7231,5520307.588,-3852016.244,-5972.611807,2535.936317,4127.655247,0.415077891,-7.18806305,5.015977191,,8.774996709,,6738957.358
2295,-324910.1259,5522839.929,-3847886.081,-5972.192516,2528.744727,4132.669627,0.423127899,-7.191314494,5.010287901,,8.774794939,,6738957.988
2296,-330882.1055,5525365.076,-3843750.906,-5971.765447,2521.549846,4137.678623,0.430587412,-7.19467817,5.005281192,,8.775057795,,6738958.616
2297,-336853.6542,5527883.027,-3839610.725,-5971.3306,2514.351683,4142.682229,0.438832426,-7.198327229,4.999695221,,8.775274417,,6738959.242
2298,-342824.7642,5530393.779,-3835465.544,-5970.887976,2507.150246,4147.680437,0.446096934,-7.20129329,4.994585192,,8.775164316,,6738959.868
2299,-348795.4276,5532897.327,-3831315.366,-5970.437575,2499.945547,4152.673242,0.454125015,-7.209765043,4.992866064,,8.781551859,,6738960.492
2300,-354765.6367,5535393.669,-3827160.199,-5969.979398,2492.737593,4157.660637,0.462185988,-7.210406333,4.985191693,,8.778138276,,6738961.115
2301,-360735.3838,5537882.801,-3823000.047,-5969.513446,2485.526394,4162.642615,0.469645501,-7.213770009,4.980184984,,8.77845585,,6738961.737
2302,-366704.661,5540364.72,-3818834.915,-5969.039718,2478.311961,4167.619171,0.47787955,-7.220029222,4.976584095,,8.782003193,,6738962.357
2303,-372673.4606,5542839.424,-3814664.81,-5968.558217,2471.094301,4172.590296,0.486520055,-7.223168434,4.970212223,,8.781450537,,6738962.977
2304,-378641.7749,5545306.908,-3810489.737,-5968.068942,2463.873425,4177.555986,0.493205032,-7.223636573,4.963799694,,8.778580975,,6738963.595
2305,-384609.5959,5547767.17,-3806309.7,-5967.571894,2456.649342,4182.516234,0.500480504,-7.223992479,4.956704583,,8.775275973,,6738964.211
2306,-390576.916,5550220.206,-3802124.706,-5967.067073,2449.422061,4187.471032,0.508926005,-7.226734076,4.950229392,,8.774363915,,6738964.827
2307,-396543.7275,5552666.013,-3797934.76,-5966.554481,2442.191592,4192.420376,0.515795022,-7.230209984,4.945905264,,8.775190015,,6738965.441
2308,-402510.0224,5555104.588,-3793739.867,-5966.034118,2434.957944,4197.364257,0.523845031,-7.233461428,4.940215974,,8.775141692,,6738966.054
2309,-408475.7931,5557535.927,-3789540.033,-5965.505985,2427.721126,4202.302671,0.531499548,-7.237222719,4.935312584,,8.775944095,,6738966.666
2310,-414441.0318,5559960.029,-3785335.264,-5964.970082,2420.481149,4207.235609,0.539750044,-7.239566701,4.928734073,,8.774683794,,6738967.276
2311,-420405.7307,5562376.889,-3781125.564,-5964.42641,2413.238021,4212.163067,0.547984093,-7.245825914,4.925133184,,8.77833792,,6738967.885
2312,-426369.882,5564786.504,-3776910.939,-5963.87497,2405.991752,4217.085037,0.555443606,-7.24918959,4.920126475,,8.778776216,,6738968.493
2313,-432333.478,5567188.871,-3772691.395,-5963.315762,2398.742351,4222.001514,0.561933578,-7.249260114,4.913610626,,8.775597468,,6738969.1
2314,-438296.511,5569583.988,-3768466.938,-5962.748788,2391.489828,4226.91249,0.571744111,-7.254785016,4.907858674,,8.777577896,,6738969.705
2315,-444258.973,5571971.85,-3764237.572,-5962.174048,2384.234192,4231.817959,0.579203624,-7.258148692,4.902851965,,8.778049707,,6738970.309
2316,-450220.8565,5574352.455,-3760003.304,-5961.591542,2376.975452,4236.717916,0.586663137,-7.261512368,4.897845255,,8.778531976,,6738970.912
2317,-456182.1535,5576725.8,-3755764.138,-5961.001272,2369.713619,4241.612353,0.594702181,-7.267373967,4.894141046,,8.781856958,,6738971.514
2318,-462142.8564,5579091.881,-3751520.081,-5960.403238,2362.448701,4246.501264,0.602373145,-7.267220026,4.886260035,,8.77786292,,6738972.114
2319,-468102.9574,5581450.696,-3747271.138,-5959.797441,2355.180708,4251.384643,0.609637654,-7.270186087,4.881150006,,8.777977511,,6738972.713
2320,-474062.4487,5583802.241,-3743017.314,-5959.183883,2347.90965,4256.262484,0.617108131,-7.270939608,4.874158215,,8.77523809,,6738973.311
2321,-480021.3226,5586146.514,-3738758.615,-5958.562562,2340.635535,4261.134779,0.624963135,-7.273793437,4.868365605,,8.774943507,,6738973.908
2322,-485979.5713,5588483.512,-3734495.046,-5957.933482,2333.358374,4266.001524,0.633013144,-7.277044881,4.862676315,,8.775061754,,6738974.503
2323,-491937.187,5590813.23,-3730226.613,-5957.296641,2326.078176,4270.862711,0.640277652,-7.280010942,4.857566286,,8.775218801,,6738975.097
2324,-497894.162,5593135.667,-3725953.322,-5956.652042,2318.79495,4275.718334,0.648327661,-7.283262386,4.851876995,,8.775360398,,6738975.69
2325,-503850.4885,5595450.819,-3721675.179,-5955.999685,2311.508706,4280.568388,0.656182666,-7.286116215,4.846084385,,8.775112481,,6738976.281
2326,-509806.1587,5597758.683,-3717392.187,-5955.33957,2304.219454,4285.412864,0.66422171,-7.291977813,4.842380176,,8.778540692,,6738976.871
2327,-515761.165,5600059.257,-3713104.355,-5954.6717,2296.927202,4290.251758,0.671892674,-7.291823873,4.834499165,,8.774651978,,6738977.46
2328,-521715.4996,5602352.537,-3708811.686,-5953.996073,2289.63196,4295.085063,0.679942683,-7.295075317,4.828809875,,8.774841921,,6738978.048
2329,-527669.1546,5604638.52,-3704514.186,-5953.312693,2282.333738,4299.912772,0.687196227,-7.300651532,4.825684927,,8.77832481,,6738978.634
2330,-533622.1224,5606917.203,-3700211.862,-5952.621558,2275.032546,4304.73488,0.695051232,-7.303505361,4.819892317,,8.778134695,,6738979.219
2331,-539574.3951,5609188.584,-3695904.719,-5951.922671,2267.728392,4309.55138,0.702711231,-7.305961575,4.813996387,,8.777553123,,6738979.803
2332,-545525.9651,5611452.659,-3691592.761,-5951.216032,2260.421287,4314.362266,0.710549789,-7.312730636,4.811181399,,8.782276288,,6738980.386
2333,-551476.8246,5613709.425,-3687275.996,-5950.501642,2253.111239,4319.167531,0.718220753,-7.312576695,4.803300387,,8.778457358,,6738980.967
2334,-557426.9658,5615958.88,-3682954.428,-5949.779502,2245.798259,4323.96717,0.726075757,-7.315430524,4.797507777,,8.778313655,,6738981.547
2335,-563376.381,5618201.021,-3678628.063,-5949.049613,2238.482355,4328.761175,0.733941726,-7.315674198,4.789730086,,8.774923004,,6738982.126
2336,-569325.0625,5620435.844,-3674296.908,-5948.311976,2231.163538,4333.549542,0.741206234,-7.318640259,4.784620056,,8.775219143,,6738982.703
2337,-575273.0024,5622663.347,-3669960.966,-5947.566592,2223.841817,4338.332263,0.748470743,-7.32160632,4.779510027,,8.775525264,,6738983.279
2338,-581220.1931,5624883.527,-3665620.245,-5946.813462,2216.517202,4343.109332,0.756916243,-7.324347917,4.773034836,,8.775013171,,6738983.854
2339,-587166.6267,5627096.381,-3661274.749,-5946.052586,2209.189701,4347.880744,0.764771247,-7.327201746,4.767242226,,8.774927858,,6738984.428
2340,-593112.2957,5629301.905,-3656924.485,-5945.283967,2201.859325,4352.646491,0.772615287,-7.332665729,4.763434697,,8.778110912,,6738985
2341,-599057.1921,5631500.098,-3652569.458,-5944.507604,2194.526083,4357.406569,0.77989076,-7.333021635,4.756339587,,8.775203825,,6738985.571
2342,-605001.3083,5633690.957,-3648209.674,-5943.723499,2187.189985,4362.16097,0.787940769,-7.336273079,4.750650296,,8.775558762,,6738986.141
2343,-610944.6365,5635874.477,-3643845.138,-5942.931653,2179.85104,4366.909688,0.794999309,-7.34145168,4.747422029,,8.778778536,,6738986.709
2344,-616887.169,5638050.658,-3639475.857,-5942.132067,2172.509257,4371.652717,0.803639813,-7.344590892,4.741050157,,8.778747571,,6738987.276
2345,-622828.8981,5640219.495,-3635101.835,-5941.324742,2165.164647,4376.390051,0.811494817,-7.347444721,4.735257547,,8.778731788,,6738987.842
